Date,Race,Track,Winner,Margin,SP,Race Grade,Jockey,Trainer
4/9/1982,Tramway Stakes,Randwick,Tuna Too,1.8,$9 ,LR,Peter Cook,Paul Sutrherland
4/9/1982,Behemoth Stakes,Morphettville,Oriental Ruler,0.1,$26 ,G2,Kevin Callow,Arthur Mooney
4/9/1982,Kalgoorlie Gold Cup,Kalgoorlie,Concorde Lady,0.8,$6 ,LR,Laurie Millington,
4/9/1982,Heatherlie Stakes,Caulfield,Centricity,0.4,$9 ,LR,Harry White,Ern Ewert
4/9/1982,Memsie Stakes,Caulfield,Manikato,0.4,$2.75F,G2,Gary Willetts,Bob Hoysted
4/9/1982,Farnley Stakes,Belmont,Rare Flyer,DH,$13 ,LR,Denis Gundry,Reg Rayment
4/9/1982,Farnley Stakes,Belmont,Wool Zone (1977),DH,$3.75 ,LR,Ian Albuino,Allan Taylor
8/9/1982,Seymour Cup,Seymour,My Verdi,0.5,$9 ,LR,Brendan Clements,John Key
11/9/1982,ATC Premier's Cup,Rosehill,Bourbon Boy (1977),0.2,$21 ,LR,Wayne Harris,Ray Wallace
11/9/1982,Gloaming Stakes,Rosehill,Grosvenor,0.4,$2.75F,G2,Mick Dittman,Geoff Murphy
11/9/1982,Theo Marks Stakes,Rosehill,Ksar Royal,0.2,$7 ,G2,Peter Cook,Mal Barnes
11/9/1982,Port Adelaide Guineas,Morphettville,English Wonder,0.5,$4 ,G3,Peter Shepherd,John Hawkes
11/9/1982,Bobbie Lewis Quality,Flemington,Magari,0.8,$3.50EF,LR,Robert Heffernan,Ross McDonald
11/9/1982,Coolmore Stud Stakes,Flemington,Rancher,0.5,$1.55F,G2,Norm Waymouth,Charlie Waymouth
11/9/1982,Makybe Diva Stakes,Flemington,Rose Of Kingston,0.2,$3F,G2,Gary Willetts,Bob Hoysted
11/9/1982,WATC Challenge Stakes,Belmont,Medal's Great,1.5,$11 ,LR,Ian Albuino,P Hunter
15/9/1982,Newcastle Gold Cup,Newcastle,Gurner's Lane,0.5,$3F,G3,Neville Voigt,Geoff Murphy
15/9/1982,Kilmore Cup,Kilmore,Lady Ice,0.4,$11 ,LR,Garry Murphy,Bob Hoysted
16/9/1982,Merson Cooper Stakes,Caulfield,Solo Performance,2.3,$1.75F,G3,Brent Thomson,Colin Hayes
18/9/1982,Auraria Stakes,Victoria Park,Irish Heiress,2.3,$4.50 ,G3,John Stocker,Bill Smart
18/9/1982,Fulham Park Plate,Victoria Park,Brave Show,2.5,$3.50F,LR,Jim Courtney,Colin Hayes
18/9/1982,Leon MacDonald Stakes,Victoria Park,Hello Shady,0.5,$13 ,G3,Des Coleman,Joe Hall
18/9/1982,Hill Stakes,Rosehill,Cossack Prince,0.3,$6 ,G2,Peter Cook,Jim Marconi
18/9/1982,Kingston Town Stakes,Rosehill,Lordship,0.2,$4.25F,G2,Malcolm Johnston,Tommy Smith
18/9/1982,Shannon Stakes,Rosehill,Dalmacia,2.3,$3.25 ,LR,Ron Quinton,Neville Begg
18/9/1982,Tea Rose Stakes,Rosehill,Emancipation,2.5,$4.75F,LR,Ron Quinton,Neville Begg
18/9/1982,Feehan Stakes,Moonee Valley,Lawman,1.8,$2.75 ,G2,Roy Higgins,George Hanlon
18/9/1982,Scarborough Stakes,Moonee Valley,Belle Stani,0.8,$10 ,G3,Ron Burgess,Bill Strauch
23/9/1982,Sir Rupert Clarke Stakes,Caulfield,Magari,0.4,$5 ,G1,Robert Heffernan,Ross McDonald
23/9/1982,Underwood Stakes,Caulfield,Fearless Pride,0.8,$11 ,G1,Brent Thomson,Ted Broadhurst
25/9/1982,Dequetteville Stakes,Victoria Park,Taitonga,1.8,$21 ,LR,Michael Domingo,Greg Varcoe
25/9/1982,Dequetteville Stakes,Victoria Park,Solo Performance,2.5,$1.70F,LR,Jim Courtney,Colin Hayes
25/9/1982,Hill Smith Stakes,Victoria Park,Temptress,0.5,$3.50 ,LR,Jim Courtney,Colin Hayes
25/9/1982,ATC Breeders' Plate,Randwick,Palida Bay,1.5,$16 ,G3,Kevin Moses,Peter Korn
25/9/1982,Colin Stephen Quality,Randwick,Nicholas John,1.8,$6 ,LR,Peter Cook,Colin Alderson
25/9/1982,King Charles III Stakes,Randwick,Kingston Town,0.3,$1.40F,G1,Malcolm Johnston,Tommy Smith
25/9/1982,Reginald Allen Quality,Randwick,Blazing Silks,0.1,$4 ,LR,Lloyd Edwards,Tommy Smith
25/9/1982,Spring Champion Stakes,Randwick,Veloso,0.8,$3 ,G1,Ron Quinton,Neville Begg
25/9/1982,Bill Stutt Stakes,Moonee Valley,Holsam,0.1,$11 ,G2,Malcolm Pay,Brian Ralph
25/9/1982,Stocks Stakes,Moonee Valley,Fiery Pax,0.5,$9 ,LR,Steven Smillie,Henry Davis
25/9/1982,Belmont Park Cup,Belmont,Manitorma,1.8,$9 ,LR,Brendan Leunig,Len Morton
25/9/1982,J.C. Roberts Stakes,Ascot,Paragon Of Virtue,1,$11 ,G3,Ron Franklin,Ross Price
29/9/1982,Brian Crowley Stakes,Randwick,Head For Minto,0.1,$26 ,LR,Graham Cook,Paul Dawson
29/9/1982,Gimcrack Stakes,Randwick,Belle Tetue,5.5,$6 ,G3,John Marshall,Betty Lane
29/9/1982,Maribyrnong Trial Stakes,Flemington,Decken,0.8,$26 ,LR,Garry Doughty,Doug Harrison
2/10/1982,Canonbury Stakes,Randwick,Been There,5,$2.25F,LR,Wayne Harris,Vic Thompson
2/10/1982,Epsom Handicap,Randwick,Dalmacia,2,$4F,G1,Ron Quinton,Neville Begg
2/10/1982,Flight Stakes,Randwick,Gelsomino,3.3,$2.90F,G2,Mark De Montfort,Tommy Smith
2/10/1982,Da Costa Plate,Morphettville,In The Slot,1,$4.50 ,LR,Bill Goodwin,Cliff Fahler
2/10/1982,SAJC Fillies Classic,Morphettville,Irish Heiress,3,$9 ,G1,John Stocker,Bill Smart
2/10/1982,Edward Manifold Stakes,Flemington,Emancipation,0.5,$2.50F,G2,Kevin Moses,Neville Begg
2/10/1982,Maribyrnong Trial Stakes,Flemington,Secunda,1.5,$3 ,LR,Norm Waymouth,Charlie Waymouth
2/10/1982,Turnbull Stakes,Flemington,Birchwood,0.1,$13 ,G2,Harry White,Bruce Elkington
2/10/1982,Black Heart Bart Stakes,Belmont,Rare Flyer,0.1,$3.50F,LR,Mark Sestich,Reg Rayment
4/10/1982,The Metropolitan,Randwick,Nicholas John,1.8,$5.50 ,G1,Peter Cook,Colin Alderson
4/10/1982,The Shorts,Randwick,Marquee Star,0.2,$10 ,LR,John Wade,Archie Frater
4/10/1982,Widden Stakes,Randwick,Biscarina,2.5,$3.25 ,LR,Ron Quinton,Neville Begg
6/10/1982,Cranbourne Cup,Cranbourne,Gala Mascot,0.2,$5.50F,LR,Kevin Forrester,Geoff Murphy
9/10/1982,Cinderella Stakes,Morphettville,Fear No Reign,5,$1.80F,LR,John Letts,N Kent
9/10/1982,Durbridge Stakes,Morphettville,Panama City,0.8,$2.10F,LR,Bill Goodwin,Peter Walker
9/10/1982,South Australian Derby,Morphettville,English Wonder,0.4,$4EF,G1,Peter Shepherd,John Hawkes
9/10/1982,QTC Queen's Cup,Eagle Farm,Decidedly,1.3,$6.50 ,G3,Les Harris,T Catip
9/10/1982,Caulfield Guineas,Caulfield,Grosvenor,0.4,$4F,G1,Mick Dittman,Geoff Murphy
9/10/1982,Herbert Power Stakes,Caulfield,Carringbush,0.4,$13 ,G2,Midge Didham,Ray Hutchins
9/10/1982,MRC Debutante Stakes,Caulfield,Secunda,0.5,$2.75F,G3,Norm Waymouth,Charlie Waymouth
9/10/1982,The Might And Power,Caulfield,Kingston Town,1,$1.55F,G1,Peter Cook,Tommy Smith
9/10/1982,Thoroughbred Club Stakes,Caulfield,Sovereign Palace,0.2,$101 ,G3,Kevin Forrester,Stan Dunham
9/10/1982,Toorak Handicap,Caulfield,Magari,0.8,$5.50 ,G1,Robert Heffernan,Ross McDonald
9/10/1982,VATC Debutant Stakes,Caulfield,Brave Show,5,$1.55F,G3,Brent Thomson,Colin Hayes
9/10/1982,West Australian Guineas,Belmont,Rare Flyer,1.3,$2.10F,G2,Mark Sestich,Reg Rayment
10/10/1982,Canberra Cup,Canberra,Nicholas John,0.8,$1.45F,LR,Peter Cook,Colin Alderson
11/10/1982,John Letts Cup,Morphettville,Vaguely Ours,0.1,$5.50EF,G3,Alf Matthews,Leon MacDonald
11/10/1982,SAJC Labour Day Cup,Morphettville,Barmax,1.3,$5.50 ,LR,David Balfour,Mick Armfield
13/10/1982,Caulfield Classic,Caulfield,Brightman,1,$13 ,LR,Robert Heffernan,George Hanlon
13/10/1982,Coongy Cup,Caulfield,Rose Of Kingston,0.2,$2.40F,G3,Gary Willetts,Bob Hoysted
13/10/1982,Mona Nursery Handicap,Caulfield,Regal Habit,3.5,$3 ,LR,Stan Aitken,Noel Kelly
13/10/1982,Schillaci Stakes,Caulfield,Galleon,0.8,$6.50 ,G2,Brent Thomson,Colin Hayes
16/10/1982,City Tattersall's Club Cup,Randwick,Peninsula,0.5,$8 ,LR,Kevin Moses,Ray Wallace
16/10/1982,Sydney Stakes,Randwick,Berlainsky,0.8,$34 ,LR,Paul Wilson,Gordon McAllister
16/10/1982,C.E. McDougall Stakes,Eagle Farm,Gayaneh,1,$8 ,LR,Gary Killen,L Ryan
16/10/1982,Phelan Ready Stakes,Eagle Farm,Daybreak Lover,3,$1.90F,LR,Gary Palmer,Danny Duke
16/10/1982,Queensland Guineas,Eagle Farm,Star Of The Knight,0.8,$2F,G3,Michael Aspinall,Eric Kirwan
16/10/1982,Caulfield Cup,Caulfield,Gurner's Lane,5,$21 ,G1,Brent Thomson,Geoff Murphy
16/10/1982,One Thousand Guineas,Caulfield,Rom's Stiletto,4,$4.50 ,G1,Pat Hyland,Jim Moloney
16/10/1982,Eurythmic Stakes,Belmont,Manitorma,0.1,$2.10F,LR,Brendan Leunig,Len Morton
16/10/1982,WATC Gimcrack Stakes,Belmont,Just Rumours,0.1,$11 ,LR,Ian Albuino,R Edwards
20/10/1982,Geelong Cup,Geelong,Gujarat,0.8,$21 ,LR,Danny Brereton,Ray Lawson
20/10/1982,Geelong Derby Trial,Geelong,Malvita,0.5,$15 ,LR,Midge Didham,Bart Cummings
23/10/1982,Silver Slipper Stakes,Rosehill,Been There,0.2,$2.65F,G2,Wayne Harris,Vic Thompson
23/10/1982,Cox Plate,Moonee Valley,Kingston Town,0.8,$2.75F,G1,Peter Cook,Tommy Smith
23/10/1982,Crystal Mile,Moonee Valley,Getting Closer,0.5,$4 ,LR,Greg Hall,Henry Davis
23/10/1982,Moir Stakes,Moonee Valley,Manikato,0.5,$5.50 ,G2,Gary Willetts,Bob Hoysted
23/10/1982,Moonee Valley Gold Cup,Moonee Valley,Triumphal March,0.5,$3.50F,G2,Brent Thomson,Colin Hayes
23/10/1982,Fairetha Stakes,Belmont,Pliancy,1.3,$9 ,LR,Peter Barnett,Alan Mathews
23/10/1982,WATC Ascot Stakes,Belmont,Astral Traveller,0.3,$4 ,LR,Shayne Miller,
27/10/1982,Werribee Cup,Werribee,Noble Comment,1.5,$8 ,LR,Robert Heffernan,George Hanlon
30/10/1982,Archer Stakes,Flemington,Allez Bijou,1,$7 ,G2,Gary Willetts,Chris Honeychruch
30/10/1982,Danehill Stakes,Flemington,Fiesta Star,0.4,$10 ,LR,Pat Hyland,Jim Moloney
30/10/1982,Maribyrnong Plate,Flemington,Brave Show,0.8,$1.55F,G2,Brent Thomson,Colin Hayes
30/10/1982,Victoria Derby,Flemington,Grosvenor,0.8,$4.25 ,G1,Mick Dittman,Geoff Murphy
30/10/1982,VRC Carbine Club Stakes,Flemington,Emancipation,0.5,$2.75F,LR,Ron Quinton,Neville Begg
30/10/1982,VRC Champions Sprint,Flemington,Forgone Conclusion,0.8,$34 ,G1,Malcolm Pay,Bart Cummings
30/10/1982,VRC Champions Stakes,Flemington,My Axeman,0.5,$1.65F,G1,Warwick Robinson,Kevin Griffin
30/10/1982,Wakeful Stakes,Flemington,Royal Regatta,0.1,$26 ,G2,John Marshall,Bart Cummings
30/10/1982,BRC Lord Mayor's Cup,Doomben,Sovereign Chief,1.5,$3.25F,LR,Michael Pelling,Jim Atkins
30/10/1982,Luckygray Stakes,Belmont,Swift Knight,0.8,$9 ,LR,David Rudland,Lindsay Rudland
2/11/1982,Desirable Stakes,Flemington,Biscalowe,1.5,$4.50 ,LR,Harry White,Bart Cummings
2/11/1982,Melbourne Cup,Flemington,Gurner's Lane,0.3,$9 ,G1,Mick Dittman,Geoff Murphy
2/11/1982,Rising Fast Stakes,Flemington,Pride Of Century,0.4,$4.25F,LR,Peter Cook,Ken Turner
2/11/1982,VRC Crown Casino Sprint,Flemington,Solo Performance,4,$1.35F,LR,Brent Thomson,Colin Hayes
2/11/1982,Prince Of Wales Stakes,Belmont,I'm On Clover,3,$8 ,G3,Brendan Leunig,Vern Brockman
4/11/1982,Bobby McGee's Stakes,Flemington,Top Post,2.3,$2.10F,LR,Brent Thomson,Colin Hayes
4/11/1982,TAB Trophy,Flemington,Cool River,0.5,$5.50 ,LR,John Stocker,Phil Burke
4/11/1982,The Damien Oliver,Flemington,Galleon,0.2,$2.25F,G2,Brent Thomson,Colin Hayes
4/11/1982,Victoria Oaks,Flemington,Rom's Stiletto,0.1,$6 ,G1,Pat Hyland,Jim Moloney
6/11/1982,Century Stakes,Flemington,Bold Jet,2.3,$5 ,LR,Gary Willetts,Ron Hoysted
6/11/1982,Flemington Stakes,Flemington,Longwood Lad,2.3,$3.50EF,LR,Norm Waymouth,Vanda Chapple-Fahler
6/11/1982,Ottawa Stakes,Flemington,Convamore's Delight,0.4,$9 ,LR,Brent Thomson,Angus Armanasco
6/11/1982,VRC Champions Mile,Flemington,Magari,0.1,$4.50 ,G1,Robert Heffernan,Ross McDonald
6/11/1982,VRC Queen Elizabeth Stakes,Flemington,My Sir Avon,0.3,$2.50F,G2,Harry White,Bart Cummings
6/11/1982,WATC Queen's Plate,Ascot,Je Veut,0.8,$9 ,G3,Brendan Leunig,J Gorton
10/11/1982,Bendigo Cup,Bendigo,Spring Moss,0.1,$6 ,LR,Gary Willetts,Jack Taylor
13/11/1982,Sandown Guineas,Sandown,Cossack Prince,3.5,$1.90F,G2,Gary Willetts,Jim Marconi
13/11/1982,Sandown Stakes,Sandown,Showmeran,1.8,$11 ,LR,Gary Willetts,Ken Newman
13/11/1982,Zipping Classic,Sandown,Bianco Lady,0.8,$6 ,G2,Brent Thomson,Colin Hayes
13/11/1982,Brisbane Handicap,Eagle Farm,Sovereign Chief,0.5,$4.50 ,LR,Michael Pelling,Jim Atkins
13/11/1982,WATC Derby,Ascot,Rare Flyer,1,$4.50 ,G1,Mark Sestich,Reg Rayment
17/11/1982,Ballarat Cup,Ballarat,Warri Symbol,0.1,$8 ,LR,Pat Hyland,Jim Moloney
20/11/1982,Queensland Cup,Eagle Farm,Bay Legend,3,$4.50 ,LR,Gary Palmer,Pat Duff
20/11/1982,Eclipse Stakes,Caulfield,Range Rover,0.1,$4F,LR,Brent Thomson,Colin Hayes
20/11/1982,WATC Premier's Cup,Ascot,Magic Gauntlet,0.3,$9 ,LR,Craig Wake,Alan Hawke
20/11/1982,Winterbottom Stakes,Ascot,Nitro Lad,2,$11 ,G2,Laurie Millington,Wally Mitchell
27/11/1982,SAJC Thomas Elder Stakes,Victoria Park,Montrose Lass,0.8,$2.80F,LR,John Letts,Len Smith
27/11/1982,Northerly Stakes,Ascot,Kingston Town,1.3,$1.90F,G1,Malcolm Johnston,Tommy Smith
27/11/1982,Supremacy Stakes,Ascot,Top Post,1,$2.75EF,LR,Mick Mallyon,Colin Hayes
1/12/1982,Pinjarra Guineas,Pinjarra,Long Range,1.3,$13 ,LR,Craig Wake,
4/12/1982,Festival Stakes,Rosehill,Artist Man,0.1,$17 ,LR,John Marshall,Bart Cummings
4/12/1982,Recognition Stakes,Eagle Farm,Shesh Besh,0.8,$15 ,LR,Myles Plumb,T Fay
4/12/1982,R.J. Peters Stakes,Ascot,Heron Bridge,2.5,$5.50 ,LR,John Miller,Noel Donovan
4/12/1982,WATC Tattersall's Cup,Ascot,Range Rover,1,$4.50EF,LR,Mick Mallyon,Colin Hayes
11/12/1982,ATC Christmas Cup,Rosehill,River D'Or,0.3,$6.50 ,LR,Ron Quinton,Theo Green
11/12/1982,George Moore Stakes,Doomben,Marquee Star,0.2,$7 ,G3,John Wade,Archie Frater
11/12/1982,City Of Marion Stakes,Cheltenham,Big Rio Grande,0.5,$2.40F,LR,Kevin Callow,Len Smith
11/12/1982,O.J. Smith Challenge Stakes,Cheltenham,Neptune Princess,0.1,$11 ,LR,Ricky Lloyd,John Hawkes
11/12/1982,N.J. Way Stakes,Ascot,Top Post,1.5,$2.40F,LR,Mick Mallyon,Colin Hayes
15/12/1982,Millionaire Sires' Stakes,Pinjarra,Range Rover,1.5,$3 ,LR,Mick Mallyon,Colin Hayes
18/12/1982,Callander-Presnall Stakes,Randwick,Wild Rice,0.8,$6.50 ,LR,Andrew Petith,Brian Mayfield-Smith
18/12/1982,The Ingham,Randwick,Hussar's Command,0.4,$11 ,G3,Rodney Hardwicke,Bede Murray
18/12/1982,WATC December Stakes,Ascot,Frontiersman,0.4,$4.50F,LR,Mark Grigsby,
18/12/1982,WATC Lee Steere Stakes,Ascot,Getting Closer,0.1,$15 ,G2,Greg Hall,Henry Davis
27/12/1982,ATC Summer Cup,Randwick,Just For Tristram,1.3,$4.50 ,G3,John Duggan,Syd Brown
27/12/1982,Port Adelaide Cup,Morphettville,Darado Boy,0.1,$13 ,G3,John Stocker,Max Williams
27/12/1982,Tasmanian Guineas,Launceston,Mevron Boy,0.5,$16 ,LR,Robyn Clarke,Bob Armstrong
27/12/1982,Lord Stakes,Caulfield,Astrolin,1,$2.75F,LR,Phil Alderman,Wayne Walters
27/12/1982,MRC Christmas Stakes,Caulfield,My Evita,0.2,$7.50 ,LR,Garry Murphy,Tom Hughes Snr
27/12/1982,H.G. Bolton Sprint,Ascot,Grey Sapphire,1.3,$6 ,LR,Ron Franklin,G Fagan
27/12/1982,Karrakatta Plate,Ascot,Top Post,1.3,$1.50F,G2,Brent Thomson,Colin Hayes
27/12/1982,Ted Van Heemst Stakes,Ascot,Nicholas John,0.4,$2.50EF,G2,Harry White,Colin Alderson
27/12/1982,WATC Australian Derby,Ascot,Sanatate,2.3,$4.50 ,G1,Rod Kemp,Ted Hickling
28/12/1982,SAJC Christmas Handicap,Morphettville,Mr Zeisel,1.3,$4.50F,G3,John Murray,Danny Callaghan
1/1/1983,ATC January Cup,Randwick,Lost Valley,0.1,$4.25 ,LR,Ron Quinton,Theo Green
1/1/1983,Carrington Stakes,Randwick,Demus,0.1,$5 ,LR,Ron Quinton,Bob Hoysted
1/1/1983,SAJC New Year's Gift,Morphettville,Darado Boy,1.3,$6 ,LR,John Stocker,Max Williams
1/1/1983,TRC One Thousand Guineas,Hobart,Bow Mistress,2,$1.55F,LR,Tony Skeoch,Bruce Elkington
1/1/1983,Bagot Handicap,Flemington,Astrolin,1.3,$4.50F,G3,Phil Alderman,Wayne Walters
1/1/1983,Standish Handicap,Flemington,Braw Laddie,0.8,$4.50 ,G3,Wayne Treloar,Shaughan Fox
1/1/1983,Lough Neagh Stakes,Doomben,Sao Borja,0.1,$11 ,G3,H Saunders,C Doyle
1/1/1983,WATC Crystal Slipper Stakes,Ascot,Just Rumours,0.1,$6 ,LR,Craig Coombe,R Edwards
1/1/1983,WATC Railway Stakes,Ascot,Getting Closer,0.2,$4F,G1,Greg Hall,Henry Davis
3/1/1983,Tasmanian Stakes,Launceston,Another Streaker,0.3,$3.50 ,LR,Gary King,Graeme McCulloch
3/1/1983,Perth Cup,Ascot,Bianco Lady,6,$2.10F,G1,Brent Thomson,Colin Hayes
3/1/1983,Sir Ernest Lee Steere Classic,Ascot,Corona Miss,1.3,$1.45F,LR,Brent Thomson,Colin Hayes
8/1/1983,Imperial Stakes,Ascot,My Bet,6,$6 ,LR,Brendan Leunig,
8/1/1983,The Gold Rush,Ascot,Haulpak's Image,2,$3.50 ,G3,Rod Kemp,Brian Liddelow
8/1/1983,WATC R.J. Peters Stakes,Ascot,Strada Casa,2,$34 ,LR,Mark Grigsby,
15/1/1983,BATC Cup,Doomben,Spanian,1.3,$3F,LR,Gary Palmer,Danny Duke
22/1/1983,Parramatta Cup,Rosehill,Sir Eden,0.8,$7 ,LR,Neville Voigt,Bob Thomsen
22/1/1983,Tasmanian Derby,Hobart,Mr Jazz,3,$1.25F,LR,Mick Mallyon,Bart Cummings
22/1/1983,TRC Tattersall's Plate,Hobart,Tod Wilkes,0.2,$1.80F,G3,Peter Clarke,Rob McGuinness
22/1/1983,Hampden Stakes,Doomben,Show Joy,1.3,$5.50 ,LR,Mel Schumacher,Jim Atkins
26/1/1983,Elwick Stakes,Hobart,Brave New World,6,$1.20F,LR,Brent Thomson,Cliff Fahler
26/1/1983,Hobart Cup,Hobart,Palomine,0.2,$3.50F,G3,Chris Barrett,Bruce Elkington
29/1/1983,Challenge Stakes,Randwick,Razor Sharp,2.8,$2.40F,G2,John Wade,Jim Johnstone
29/1/1983,Queen Of The South Stakes,Morphettville,Corona Miss,0.5,$5F,LR,Jim Courtney,Colin Hayes
29/1/1983,Without Fear Stakes,Morphettville,Coral Queen,0.5,$11 ,LR,Brendan Clements,Tony Selfe
29/1/1983,Strutt Stakes,Hobart,Ring Of Flames,1.8,$6 ,LR,Pat Allan,Len Dixon
29/1/1983,Scenic Blast Stakes,Ascot,Hey Cabby,3.3,$2.40F,LR,Denis Gundry,Colin Webster
31/1/1983,Australia Day Cup,Randwick,Favoloso,3.3,$10 ,LR,Ray Selkrig,John Poletti
31/1/1983,H.C. Nitschke Stakes,Morphettville,Dam Burst,1.3,$9 ,LR,Peter Shepherd,John Hawkes
31/1/1983,R.N. Irwin Stakes,Morphettville,Montrose Lass,1,$4.50 ,G2,Des Coleman,Len Smith
31/1/1983,William Reid Stakes,Moonee Valley,Manikato,0.1,$2.10F,G2,Gary Willetts,Bob Hoysted
5/2/1983,Apollo Stakes,Randwick,Dalmacia,0.8,$2.50EF,G2,Ron Quinton,Neville Begg
5/2/1983,Arrowfield 3YO Sprint,Randwick,Red Currant,0.1,$34 ,G3,Bruce Compton,Jim Johnstone
5/2/1983,Light Fingers Stakes,Randwick,Emancipation,0.3,$2.10F,LR,Ron Quinton,Neville Begg
5/2/1983,Australasian Oaks,Morphettville,Royal Regatta,0.1,$3F,G1,John Letts,Bart Cummings
5/2/1983,SAJC Breeders' Stakes,Morphettville,Coral Queen,2,$5 ,G2,Peter Cook,Tony Selfe
5/2/1983,Bob Hoysted Handicap,Flemington,Braw Laddie,1.5,$4 ,LR,Greg Hall,Shaughan Fox
9/2/1983,Hawkesbury Gold Cup,Hawkesbury,Almond Valley,1,$3.25F,LR,Peter Cook,Kel Bentley
12/2/1983,Autumn Stakes,Sandown,Lord Ballina,0.2,$11 ,G3,Brent Thomson,Angus Armanasco
12/2/1983,Blue Diamond Preview (C&G),Sandown,In The Slot,4,$9 ,LR,Garry Murphy,Tom Hughes Snr
12/2/1983,Blue Diamond Preview (F),Sandown,Worth,2.5,$1.50F,LR,Harry White,Bart Cummings
12/2/1983,C.F. Orr Stakes,Sandown,Torbek,0.2,$3.75F,G2,Phil Alderman,Wayne Walters
12/2/1983,Spirit Of Boom Classic,Doomben,Daybreak Lover,0.3,$1.75F,LR,Gary Palmer,Danny Duke
12/2/1983,ATC Cup,Canterbury,Twinkle Kingdom,1.3,$34 ,LR,Ron Quinton,Peter Staunton
12/2/1983,Southern Cross Stakes,Canterbury,Bronze Spirit,1.5,$11.00 ,LR,Mark De Montfort,Peter Staunton
19/2/1983,Expressway Stakes,Warwick Farm,Sheraco,0.3,$11 ,G2,John Marshall,Bart Cummings
19/2/1983,Hobartville Stakes,Warwick Farm,Marscay,0.2,$5.50 ,G2,Kevin Langby,Jack Denham
19/2/1983,Hellova Street Stakes,Launceston,Honey Way,0.2,$6 ,G3,Pat Allan,Len Dixon
19/2/1983,Tasmanian Oaks,Hobart,Ring Of Flames,0.5,$1.25F,LR,Pat Allan,Len Dixon
19/2/1983,Black Caviar Lightning,Flemington,Demus,0.8,$21 ,G2,Rodney Dawkins,Bob Hoysted
19/2/1983,Blamey Stakes,Flemington,Trissaro,2,$4 ,G2,Harry White,Bart Cummings
23/2/1983,Mornington Cup,Mornington,Silver Bounty,0.5,$3F,LR,Harry White,Gary Carson
23/2/1983,Gold Sovereign Stakes,Launceston,Odation,0.1,$11 ,LR,Gary King,Graeme McCulloch
23/2/1983,Launceston Cup,Launceston,Nifty Red,0.2,$26 ,G3,Brian Griffin,D Towns
24/2/1983,Gosford Guineas,Gosford,At The Flood,0.3,$7 ,LR,Kevin Gover,G Slade
26/2/1983,Liverpool City Cup,Warwick Farm,Rubens,5,$17 ,G3,Stephen Schofield,Ray Guy
26/2/1983,Surround Stakes,Warwick Farm,Royal Regatta,0.3,$17 ,G3,Larry Olsen,Bart Cummings
26/2/1983,Verry Elleegant Stakes,Warwick Farm,Dalmacia,0.2,$2F,G2,Ron Quinton,Neville Begg
26/2/1983,B.J. McLachlan Stakes,Doomben,Crawford,0.1,$4 ,LR,Doug Messingham,Geoff Burns
26/2/1983,Blue Diamond Prelude (C&G),Caulfield,Brave Show,2.3,$1.30F,LR,Brent Thomson,Colin Hayes
26/2/1983,Blue Diamond Prelude (F),Caulfield,Love A Show,1,$3.25 ,LR,Gary Willetts,Bob Hoysted
26/2/1983,Manfred Stakes,Caulfield,To The Wind,0.2,$3EF,G3,Brent Thomson,Colin Hayes
26/2/1983,Oakleigh Plate,Caulfield,Sans Rival,0.1,$51 ,G1,Robbie Scarlett,Laurie Cleary
26/2/1983,Peter Young Stakes,Caulfield,Getting Closer,1.5,$2.40F,G2,Greg Hall,Henry Davis
26/2/1983,Sunspeed Champion Stakes,Ascot,Je Veut,0.2,$6.50 ,LR,Brendan Leunig,J Gorton
5/3/1983,Angus Armanasco Stakes,Caulfield,Irish Heiress,0.8,$3.75 ,G3,John Stocker,Bill Smart
5/3/1983,Autumn Classic,Caulfield,Admiral Lincoln,1.5,$9 ,LR,Kevin Forrester,Geoff Murphy
5/3/1983,Blue Diamond Stakes,Caulfield,Love A Show,2.5,$4.50 ,G1,Gary Willetts,Bob Hoysted
5/3/1983,Futurity Stakes,Caulfield,Manikato,0.8,$2.75F,G1,Gary Willetts,Bob Hoysted
5/3/1983,T.S. Carlyon Cup,Caulfield,Trissaro,2.5,$3F,G2,Harry White,Bart Cummings
5/3/1983,W.J. Adams Stakes,Caulfield,Bold Commodore,0.1,$10 ,LR,Garry Murphy,Tom Hughes Snr
5/3/1983,Canterbury Stakes,Canterbury,Emancipation,0.5,$1.60F,G2,Ron Quinton,Neville Begg
5/3/1983,Randwick City Stakes,Canterbury,Lost Valley,0.8,$17 ,G3,Malcolm Johnston,Theo Green
5/3/1983,Randwick Guineas,Canterbury,Mr McGinty,0.3,$1.90F,G1,Robert Vance,Colin Jillings
5/3/1983,Skyline Stakes,Canterbury,Sir Dapper,5,$1.20F,LR,Maurice Logue,Les Bridge
5/3/1983,Sweet Embrace Stakes,Canterbury,Purpose,2,$3 ,LR,Stephen Schofield,Ray Guy
5/3/1983,Hyperion Stakes,Ascot,Hey Cabby,3,$6 ,G3,Graeme Webster Jnr,Colin Webster
6/3/1983,Black Opal Stakes,Canberra,Brummel Who,2.3,$4F,G3,Greg Hall,Gary Gibb
8/3/1983,Coca-Cola Classic,Newcastle,Been There,3.5,$5 ,G3,Larry Olsen,Vic Thompson
9/3/1983,Pago Pago Stakes,Rosehill,Te Puninga,0.5,$5.50 ,G3,Bruce Compton,Paul Sutherland
