YEAR,RACE,TRACK,DISTANCE,WINNER,TRAINER,JOCKEY,COUNTRY,,,,,,,,,
1964,CHAMPION STAKES,ASCOT (UK),2000,Baldric,Ernie Fellows,Bill Pyers,ENGLAND,,,,,,,,,
1964,CHEVELEY PARK STAKES,NEWMARKET,1200,Night Off,Walter Wharton,Joe Mercer,ENGLAND,,,,,,,,,
1964,CORONATION CUP,EPSOM,2420,Relko,Francois Mathet,Yves Saint-Martin,ENGLAND,,,,,,,,,
1964,COX PLATE,MOONEE VALLEY,2040,Sir Dane,Roy Shaw,Roy Higgins,AUSTRALIA,,,,,,,,,
1964,CRAVEN 'A' STAKES,FLEMINGTON,1200,Star Of Heaven,Angus Armanasco,Les Coles,AUSTRALIA,,,,,,,,,
1964,DEUTSCHES DERBY,HAMBURG,2400,Zank,Andreas Hecker,Joan Pall,GERMANY,,,,,,,,,
1964,DEWHURST STAKES,NEWMARKET,1600,Silly Season,Ian Balding,Geoff Lewis,ENGLAND,,,,,,,,,
1964,DONCASTER HANDICAP,RANDWICK,1600,Persian Puzzle,Stan Haydon,Harold Molloy,AUSTRALIA,,,,,,,,,
1964,"DOOMBEN 10,000",DOOMBEN,1400,The Tempest,Tommy Smith,Billy Camer,AUSTRALIA,,,,,,,,,
1964,DOOMBEN CUP,DOOMBEN,2200,Striking Force,Fred Hood,Kevin Langby,AUSTRALIA,,,,,,,,,
1964,ECLIPSE STAKES,SANDOWN (UK),2000,Ragusa,Paddy Prendergast,Garnet Bougoure,ENGLAND,,,,,,,,,
1964,EPSOM DERBY,EPSOM,2420,Santa Claus,Mick Rogers,Scobie Breasley,ENGLAND,,,,,,,,,
1964,EPSOM HANDICAP,RANDWICK,1600,Toi Port,Bill Stripe,Des Lake,AUSTRALIA,,,,,,,,,
1964,EPSOM OAKS,EPSOM,2420,Homeward Bound,John Oxley,Greville Starkey,ENGLAND,,,,,,,,,
1964,FLORIDA DERBY,,,Northern Dancer,Horatio Luro,Bill Shoemaker,,,,,,,,,,
1964,FUTURITY STAKES,CAULFIELD,1400,Future,Ken Hilton,Les Coles,AUSTRALIA,,,,,,,,,
1964,GEORGE ADAMS HANDICAP,FLEMINGTON,1600,Brandy Lad,Tom Black,Roy Higgins,AUSTRALIA,,,,,,,,,
1964,GEORGE MAIN STAKES,RANDWICK,1600,Count Radiant,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1964,GEORGE RYDER STAKES,ROSEHILL,1400,Time and Tide,Harry Plant,Billy Camer,AUSTRALIA,,,,,,,,,
1964,GOLDEN SLIPPER,ROSEHILL,1200,Eskimo Prince,Cec Rolls,Athol Mulley,AUSTRALIA,,,,,,,,,
1964,GOODWOOD HANDICAP,MORPHETTVILLE,1200,Kiltrice,N Henderson,Peter Clarken,AUSTRALIA,,,,,,,,,
1964,GRAN PREMIO DEL JOCKEY CLUB,,,Veronesse,,,,,,,,,,,,
1964,GRAND PRIX DE PARIS,,,White Label,Geoffroy Watson,Louis Heurteur,,,,,,,,,,
1964,GRAND PRIX DE SAINT-CLOUD,,,Sea Bird II,Etienne Pollet,Pat Glennon,,,,,,,,,,
1964,INVITATION  STAKES,CAULFIELD,1400,Ripa,Basil Conaghan,Roy Higgins,AUSTRALIA,,,,,,,,,
1964,"IRISH 1,000 GUINEAS",CURRAGH,1600,Royal Danseuse,Seamus McGrath,Johnny Roe,IRELAND,,,,,,,,,
1964,"IRISH 2,000 GUINEAS",CURRAGH,1600,Santa Claus,Mick Rogers,Billy Burke,IRELAND,,,,,,,,,
1964,IRISH DERBY,CURRAGH,2400,Santa Claus,Mick Rogers,Willie Burke,IRELAND,,,,,,,,,
1964,IRISH OAKS,CURRAGH,2400,Ancasta,Vincent O'Brien,Jack Purtell,IRELAND,,,,,,,,,
1964,IRISH ST LEGER,CURRAGH,2800,Biscayne,John Oxx,Bill Williamson,IRELAND,,,,,,,,,
1964,JOCKEY CLUB GOLD CUP,,,Kelso,Carl Hanford,Ismael Valenzuela,,,,,,,,,,
1964,KENTUCKY DERBY,CHURCHILL DOWNS,2000,Northern Dancer,Horatio Luro,Bill Hartack,USA,,,,,,,,,
1964,KENTUCKY OAKS,CHURCHILL DOWNS,2000,Blue Norther,Wally Dunn,Bill Shoemaker,USA,,,,,,,,,
1964,KING GEORGE VI & QUEEN ELIZABETH STAKES,ASCOT (UK),2400,Nasram,Ernie Fellows,Bill Pyers,ENGLAND,,,,,,,,,
1964,MACKINNON STAKES,FLEMINGTON,2000,Sir Dane,Roy Shaw,Roy Higgins,AUSTRALIA,,,,,,,,,
1964,MELBOURNE CUP,FLEMINGTON,3200,Polo Prince,John Carter,Ron Taylor,AUSTRALIA,,,,,,,,,
1964,MIDDLE PARK STAKES,NEWMARKET,1200,Spanish Express,L Hall,Joe Mercer,ENGLAND,,,,,,,,,
1964,NEWMARKET HANDICAP,FLEMINGTON,1200,Rashlore,Megs Elkington,Pat Hyland,AUSTRALIA,,,,,,,,,
1964,NUNTHORPE STAKES,,,Althrey Don,Pat Rohan,Russell Maddock,,,,,,,,,,
1964,OAKLEIGH PLATE,CAULFIELD,1100,Pardon Me,Bede Horan,Bill Pyers,AUSTRALIA,,,,,,,,,
1964,PERTH CUP,ASCOT (AUS),3200,Resolution,Albert Jordan,Frank Treen,AUSTRALIA,,,,,,,,,
1964,POULE D'ESSAI DES POULAINS,,,Neptunus,Etienne Pollet,Pat Glennon,,,,,,,,,,
1964,POULE D'ESSAI DES POULICHES,,,Rajput Princess,Mick Bartholomew,Lester Piggott,,,,,,,,,,
1964,PREAKNESS STAKES,PIMILCO,1900,Northern Dancer,Horatio Luro,Bill Hartack,USA,,,,,,,,,
1964,PREIS VON EUROPA,,,Fujiyama,Miguel Clement,Edward Windrif,,,,,,,,,,
1964,PRIX DE L'ARC DE TRIOMPHE,LONGCHAMP,2400,Prince Royal,Georges Bridgland,Roger Poincelet,FRANCE,,,,,,,,,
1964,PRIX DU JOCKEY CLUB,,,Le Fabuleux,William Head,Jean Massard,,,,,,,,,,
1964,PRIX DU MOULIN DE LONGCHAMP,,,Mirna,Francois Mathet,Scobie Breasley,,,,,,,,,,
1964,PRIX JACQUES LE MAROIS,,,La Bamba,Geoffroy Watson,Jean Deforge,,,,,,,,,,
1964,PRIX JEAN LUC-LAGARDERE,,,Grey Dawn,Etienne Pollet,Pat Glennon,,,,,,,,,,
1964,PRIX LUPIN,,,Le Fabuleux,William Head,Jean Massard,,,,,,,,,,
1964,PRIX ROBERT PAPIN,MAISONS-LAFITTE,1100,Double Jump,Jeremy Tree,Jimmy Lindley,FRANCE,,,,,,,,,
1964,QUEEN ELIZABETH STAKES,RANDWICK,2800,Summer Regent,Ray Cotter,Jack Thompson,AUSTRALIA,,,,,,,,,
1964,QUEENSLAND DERBY,EAGLE FARM,2400,Royal Sovereign,John Page,Ray Selkrig,AUSTRALIA,,,,,,,,,
1964,QUEENSLAND OAKS,EAGLE FARM,2400,Eye Shadow,Jack Wilson,Jack Harbutt,AUSTRALIA,,,,,,,,,
1964,RAILWAY STAKES,ASCOT (AUS),1600,Sweet Saga,E McClure,P Moran,AUSTRALIA,,,,,,,,,
1964,RAWSON STAKES,ROSEHILL,1500,Wenona Girl,Maurice McCarten,George Moore,AUSTRALIA,,,,,,,,,
1964,ROSEHILL GUINEAS,ROSEHILL,2000,Eskimo Prince,Cec Rolls,Athol Mulley,AUSTRALIA,,,,,,,,,
1964,SIRES' PRODUCE STAKES,RANDWICK,1400,Eskimo Prince,Cec Rolls,Athol Mulley,AUSTRALIA,,,,,,,,,
1964,SOUTH AUSTRALIAN DERBY,MORPHETTVILLE,2500,Ziema,Bart Cummings,Clarrie Buckley,AUSTRALIA,,,,,,,,,
1964,ST LEGER,DONCASTER,2921,Indiana,Jack Watts,Jimmy Lindley,ENGLAND,,,,,,,,,
1964,STRADBROKE HANDICAP,EAGLE FARM,1400,Cele's Image,Doug Stephen,Darby McCarthy,AUSTRALIA,,,,,,,,,
1964,SUSSEX STAKES,GOODWOOD,1600,Roan Rocket,George Todd,Lester Piggott,ENGLAND,,,,,,,,,
1964,SYDNEY CUP,RANDWICK,3200,Zinga Lee,Bill McNabb,David Royle,AUSTRALIA,,,,,,,,,
1964,TANCRED STAKES,ROSEHILL,2400,King Roto,Harry Plant,Ross Jensen,AUSTRALIA,,,,,,,,,
1964,TATTERSALLS GOLD CUP,,,Glenrowan,P Norris,George McGrath,,,,,,,,,,
1964,THE METROPOLITAN,RANDWICK,2600,Piper's Son,Maurice McCarten,Des Lake,AUSTRALIA,,,,,,,,,
1964,THOUSAND GUINEAS,CAULFIELD,1600,Reveille,Jack Green,George Moore,AUSTRALIA,,,,,,,,,
1964,TOORAK HANDICAP,CAULFIELD,1600,Nicopolis,Des Judd,Brian Gilders,AUSTRALIA,,,,,,,,,
1964,UK 1000 GUINEAS,NEWMARKET,1600,Pourparler,Paddy Prendergast,Garnet Bougoure,ENGLAND,,,,,,,,,
1964,UK 2000 GUINEAS,NEWMARKET,1600,Baldric,Ernie Fellows,Bill Pyers,ENGLAND,,,,,,,,,
1964,UNDERWOOD STAKES,CAULFIELD,2000,Contempler,Mick Armfield,Jim Johnson,AUSTRALIA,,,,,,,,,
1964,VRC DERBY,FLEMINGTON,2500,Royal Sovereign,John Page,Ray Selkrig,AUSTRALIA,,,,,,,,,
1964,VRC OAKS,FLEMINGTON,2500,Light Fingers,Bart Cummings,Roy Higgins,AUSTRALIA,,,,,,,,,
1964,VRC SIRES' PRODUCE,FLEMINGTON,1400,Boeing Boy,Phil Burke,Jan Wakker,AUSTRALIA,,,,,,,,,
1964,WASHINGTON DC INTERNATIONAL STAKES,,,Kelso,Carl Hanford,Ismael Valenzuela,,,,,,,,,,
1964,WATC DERBY,ASCOT (AUS),2400,Kev's Folly,W Kirby,R Davies,AUSTRALIA,,,,,,,,,
1964,WATC OAKS,ASCOT (AUS),2400,Sweet Saga,,Frank Treen,AUSTRALIA,,,,,,,,,
1964,YORKSHIRE OAKS,YORK,2385,Homeward Bound,John Oxley,Greville Starkey,ENGLAND,,,,,,,,,
1964,PRIX DE DIANE,CHANTILLY,2100,Belle Sicambre,Mick Bartholomew,Maxime Garcia,FRANCE,,,,,,,,,
1964,PRIX ROYAL-OAK,LONGCHAMP,3000,Barbieri,Geoffroy Watson,Jean Deforge,FRANCE,,,,,,,,,
1964,PRIX MORNY,DEAUVILLE,1200,Grey Dawn,Etienne Pollet,Pat Glennon,FRANCE,,,,,,,,,
1964,PRIX VERMEILLE,LONGCHAMP,2400,Astaria,Geoffroy Watson,Jean Deforge,FRANCE,,,,,,,,,
1964,PRIX SAINT-ALARY,LONGCHAMP,2000,Belle Sicambre,Mick Bartholomew,Maxime Garcia,FRANCE,,,,,,,,,
1964,GROSSER PREIS VON BERLIN,HOPPEGARTEN,2400,Mercurius,Friedrich Schlaefke,Peter Alafi,GERMANY,,,,,,,,,
1964,GROSSER PREIS VON BADEN,BADEN BADEN,2400,Espresso,Harry Wragg,Bill Williamson,GERMANY,,,,,,,,,
1963,SOUTH AUSTRALIAN OAKS,MORPHETTVILLE,2500,Ace Queen,Colin Hayes,Jim Courtney,AUSTRALIA,,,,,,,,,
1962,QTC SIRES PRODUCE,EAGLE FARM,1400,The Guida,Colin Alderson,Darren Gauci,AUSTRALIA,,,,,,,,,
1965,ADELAIDE CUP,MORPHETTVILLE,3200,Hunting Horn,Les Patterson,Tony May,AUSTRALIA,,,,,,,,,
1965,ALL AGED STAKES,RANDWICK,1600,Scottish Soldier,George Bolton,Athol Mulley,AUSTRALIA,,,,,,,,,
1965,ASCOT GOLD CUP,ASCOT (UK),4000,Fighting Charlie,Freddie Maxwell,Lester Piggott,ENGLAND,,,,,,,,,
1965,AUSTRALIAN CUP,FLEMINGTON,2000,Craftsman,Andy White,Pat Hyland,AUSTRALIA,,,,,,,,,
1965,AUSTRALIAN DERBY,RANDWICK,2400,Prince Grant,Tommy Smith,Rodney Dawkins,AUSTRALIA,,,,,,,,,
1965,AUSTRALIAN OAKS,RANDWICK,2400,Light Fingers,Bart Cummings,Roy Higgins,AUSTRALIA,,,,,,,,,
1965,BELMONT STAKES,BELMONT PARK,2400,Hail To All,Eddie Yowell,Johnny Sellers,USA,,,,,,,,,
1965,BLUE GRASS STAKES,KEENELAND,1800,Lucky Debonair,Frank Catrone,Bill Shoemaker,USA,,,,,,,,,
1965,BRISBANE CUP,EAGLE FARM,3200,Fair Patton,Tommy Smith,Athol Mulley,AUSTRALIA,,,,,,,,,
1965,CANADIAN INTERNATIONAL STAKES,WOODBINE,2600,George Royal,Donald Robinson,Johnny Longden,USA,,,,,,,,,
1965,CANTERBURY GUINEAS,CANTERBURY,1850,Fair Summer,Jack Denham,Des Lake,AUSTRALIA,,,,,,,,,
1965,CAULFIELD CUP,CAULFIELD,2400,Bore Head,Ron Dillon,Frank Clarke,AUSTRALIA,,,,,,,,,
1965,CAULFIELD GUINEAS,CAULFIELD,1600,Star Affair,Angus Armanasco,Roy Higgins,AUSTRALIA,,,,,,,,,
1965,CAULFIELD STAKES,CAULFIELD,2000,Winfreux,Charlie Wilson,Jim Johnson,AUSTRALIA,,,,,,,,,
1965,CHAMPAGNE STAKES,RANDWICK,1200,Eye Liner,Jack Wilson,Jack Harbutt,AUSTRALIA,,,,,,,,,
1965,CHAMPION STAKES,ASCOT (UK),2000,Silly Season,Ian Balding,Geoff Lewis,ENGLAND,,,,,,,,,
1965,CHEVELEY PARK STAKES,NEWMARKET,1200,Berkeley Springs,Ian Balding,Geoff Lewis,ENGLAND,,,,,,,,,
1965,CORONATION CUP,EPSOM,2420,Oncidium,George Todd,Scobie Breasley,ENGLAND,,,,,,,,,
1965,COX PLATE,MOONEE VALLEY,2040,Star Affair,Angus Armanasco,Pat Hyland,AUSTRALIA,,,,,,,,,
1965,CRAVEN 'A' STAKES,FLEMINGTON,1200,Picca,Dave Walsh,Mick Mallyon,AUSTRALIA,,,,,,,,,
1965,DEUTSCHES DERBY,HAMBURG,2400,Waiderk,Johannes Kuhr,Johannes Starosta,GERMANY,,,,,,,,,
1965,DEWHURST STAKES,NEWMARKET,1600,Pretendre,Jack Jarvis,Ron Hutchinson,ENGLAND,,,,,,,,,
1965,DONCASTER HANDICAP,RANDWICK,1600,Time and Tide,Harry Plant,Des Lake,AUSTRALIA,,,,,,,,,
1965,"DOOMBEN 10,000",DOOMBEN,1400,Winfreux,Charlie Wilson,Billy Smith,AUSTRALIA,,,,,,,,,
1965,DOOMBEN CUP,DOOMBEN,2200,River Seine,Neville Prendergast,George Podmore,AUSTRALIA,,,,,,,,,
1965,ECLIPSE STAKES,SANDOWN (UK),2000,Canisbay,Cecil Boyd-Rochfort,Stan Clayton,ENGLAND,,,,,,,,,
1965,EPSOM DERBY,EPSOM,2420,Sea Bird,Etienne Pollet,Pat Glennon,ENGLAND,,,,,,,,,
1965,EPSOM HANDICAP,RANDWICK,1600,Even Better,Arthur Ward,George Podmore,AUSTRALIA,,,,,,,,,
1965,EPSOM OAKS,EPSOM,2420,Long Look,Vincent O'Brien,Jack Purtell,ENGLAND,,,,,,,,,
1965,FUTURITY STAKES,CAULFIELD,1400,Sir Dane,Roy Shaw,Roy Higgins,AUSTRALIA,,,,,,,,,
1965,GEORGE ADAMS HANDICAP,FLEMINGTON,1600,Heroic Stone,Tommy Hughes,Mick Mallyon,AUSTRALIA,,,,,,,,,
1965,GEORGE MAIN STAKES,RANDWICK,1600,Count Radiant,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1965,GEORGE RYDER STAKES,ROSEHILL,1400,Rush Bye,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1965,GOLDEN SLIPPER,ROSEHILL,1200,Riesling,Jack Norman,Laurie Billett,AUSTRALIA,,,,,,,,,
1965,GOODWOOD HANDICAP,MORPHETTVILLE,1200,Sunny Coronation,Horrie Hendry,Bob Cox,AUSTRALIA,,,,,,,,,
1965,GRAN PREMIO DEL JOCKEY CLUB,,,Atilla,Henry Wragg,,,,,,,,,,,
1965,GRAND PRIX DE PARIS,,,Reliance,Francois Mathet,Yves Saint-Martin,,,,,,,,,,
1965,GRAND PRIX DE SAINT-CLOUD,,,Sea Bird,Etienne Pollet,Pat Glennon,,,,,,,,,,
1965,INVITATION  STAKES,CAULFIELD,1400,Nicopolis,Des Judd,Roy Higgins,AUSTRALIA,,,,,,,,,
1965,"IRISH 1,000 GUINEAS",CURRAGH,1600,Ardent Dancer,T Gosling,Bill Rickaby,IRELAND,,,,,,,,,
1965,"IRISH 2,000 GUINEAS",CURRAGH,1600,Green Banner,K Kerr,N Brennan,IRELAND,,,,,,,,,
1965,IRISH DERBY,CURRAGH,2400,Meadow Court,Paddy Prendergast,Lester Piggott,IRELAND,,,,,,,,,
1965,IRISH OAKS,CURRAGH,2400,Aurabella,Vincent O'Brien,Liam Ward,IRELAND,,,,,,,,,
1965,IRISH ST LEGER,CURRAGH,2800,Craighouse,Dick Hern,Joe Mercer,IRELAND,,,,,,,,,
1965,JOCKEY CLUB GOLD CUP,,,Roman Brother,Burley Parke,Braulio Baeza,,,,,,,,,,
1965,KENTUCKY DERBY,CHURCHILL DOWNS,2000,Lucky Debonair,Frank Catrone,Bill Shoemaker,USA,,,,,,,,,
1965,KENTUCKY OAKS,CHURCHILL DOWNS,2000,Amerivan,Mary Keim,Ron Turcotte,USA,,,,,,,,,
1965,KING GEORGE VI & QUEEN ELIZABETH STAKES,ASCOT (UK),2400,Meadow Court,Paddy Prendergast,Lester Piggott,ENGLAND,,,,,,,,,
1965,MACKINNON STAKES,FLEMINGTON,2000,Yangtze,Ron Dini,Jim Johnson,AUSTRALIA,,,,,,,,,
1965,MELBOURNE CUP,FLEMINGTON,3200,Light Fingers,Bart Cummings,Roy Higgins,AUSTRALIA,,,,,,,,,
1965,MIDDLE PARK STAKES,NEWMARKET,1200,Track Spare,Ronald Mason,Jimmy Lindley,ENGLAND,,,,,,,,,
1965,NEWMARKET HANDICAP,FLEMINGTON,1200,Ripa,Basil Conaghan,Des Lake,AUSTRALIA,,,,,,,,,
1965,NUNTHORPE STAKES,,,Polyfoto,Eddie Reavey,Jock Wilson,,,,,,,,,,
1965,OAKLEIGH PLATE,CAULFIELD,1100,Time and Tide,Harry Plant,Des Lake,AUSTRALIA,,,,,,,,,
1965,PERTH CUP,ASCOT (AUS),3200,Fair's Print,Albert Jordan,Peter O'Loghlen,AUSTRALIA,,,,,,,,,
1965,PREAKNESS STAKES,PIMILCO,1900,Tom Rolfe,Frank Whiteley,Ron Turcotte,USA,,,,,,,,,
1965,PREIS VON EUROPA,,,Anilin,W Schimschirt,Nikolai Nasibov,,,,,,,,,,
1965,PRIX DE L'ARC DE TRIOMPHE,LONGCHAMP,2400,Sea Bird,Etienne Pollet,Pat Glennon,FRANCE,,,,,,,,,
1965,PRIX DU JOCKEY CLUB,,,Relience,Francois Mathet,Yves Saint-Martin,,,,,,,,,,
1965,PRIX DU MOULIN DE LONGCHAMP,,,Red Slipper,Hugh Nugent,Bill Pyers,,,,,,,,,,
1965,PRIX JACQUES LE MAROIS,,,Astaria,Geoffroy Watson,Jean Deforge,,,,,,,,,,
1965,PRIX JEAN LUC-LAGARDERE,,,Soleil,Geoffroy Watson,Jean Deforge,,,,,,,,,,
1965,PRIX LUPIN,,,Sea Bird,Etienne Pollet,Pat Glennon,,,,,,,,,,
1965,PRIX ROBERT PAPIN,MAISONS-LAFITTE,1100,Kashmir II,Mick Bartholomew,Lester Piggott,FRANCE,,,,,,,,,
1965,PRIX VERMEILLE,LONGCHAMP,2400,Aunt Edith,Noel Murless,Lester Piggott,FRANCE,,,,,,,,,
1965,QUEEN ELIZABETH STAKES,RANDWICK,2800,Fair Patton,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1965,QUEENSLAND DERBY,EAGLE FARM,2400,Bahram Star,Tommy Smith,Athol Mulley,AUSTRALIA,,,,,,,,,
1965,QUEENSLAND OAKS,EAGLE FARM,2400,Kulali,Vic Franks,Jack Harbutt,AUSTRALIA,,,,,,,,,
1965,RAILWAY STAKES,ASCOT (AUS),1600,Blue Spring,Reg Treffone,J Wilson,AUSTRALIA,,,,,,,,,
1965,RAWSON STAKES,ROSEHILL,1500,Time and Tide,Harry Plant,Des Lake,AUSTRALIA,,,,,,,,,
1965,ROSEHILL GUINEAS,ROSEHILL,2000,Fair Summer,Jack Denham,Des Lake,AUSTRALIA,,,,,,,,,
1965,SALINGER STAKES,FLEMINGTON,1200,Star Affair,Angus Armanasco,Pat Hyland,AUSTRALIA,,,,,,,,,
1965,SANTA ANITA DERBY,,,Lucky Debonair,Frank Catrone,Bill Shoemaker,,,,,,,,,,
1965,SIRES' PRODUCE STAKES,RANDWICK,1400,Peace Council,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1965,SOUTH AUSTRALIAN DERBY,MORPHETTVILLE,2500,Mission,J Quigley,Noel McCutcheon,AUSTRALIA,,,,,,,,,
1965,ST LEGER,DONCASTER,2921,Provoke,Dick Hern,Joe Mercer,ENGLAND,,,,,,,,,
1965,STRADBROKE HANDICAP,EAGLE FARM,1400,Winfreux,Charlie Wilson,Billy Smith,AUSTRALIA,,,,,,,,,
1965,SUSSEX STAKES,GOODWOOD,1600,Carlemont,Paddy Prendergast,Ron Hutchinson,ENGLAND,,,,,,,,,
1965,SYDNEY CUP,RANDWICK,3200,River Seine,Neville Prendergast,George Podmore,AUSTRALIA,,,,,,,,,
1965,TANCRED STAKES,ROSEHILL,2400,Galerus,Kel Suttle,Athol Mulley,AUSTRALIA,,,,,,,,,
1965,TATTERSALLS GOLD CUP,,,Hardicanute,Paddy Prendergast,Garnet Bougoure,,,,,,,,,,
1965,THE METROPOLITAN,RANDWICK,2400,Striking Force,Fred Hood,Kevin Langby,AUSTRALIA,,,,,,,,,
1965,THOUSAND GUINEAS,CAULFIELD,1600,Gipsy Queen,Barney Warke,Alan Burton,AUSTRALIA,,,,,,,,,
1965,TOORAK HANDICAP,CAULFIELD,1600,Ripa,Basil Conaghan,Des Lake,AUSTRALIA,,,,,,,,,
1965,UK 1000 GUINEAS,NEWMARKET,1600,Night Off,Walter Wharton,Bill Williamson,ENGLAND,,,,,,,,,
1965,UK 2000 GUINEAS,NEWMARKET,1600,Niksar,Walter Nightingall,Duncan Keith,ENGLAND,,,,,,,,,
1965,UNDERWOOD STAKES,CAULFIELD,2000,Future,Ken Hilton,Rodney Dawkins,AUSTRALIA,,,,,,,,,
1965,VRC DERBY,FLEMINGTON,2500,Tobin Bronze,Greame Heagney,Noel Mifflin,AUSTRALIA,,,,,,,,,
1965,VRC OAKS,FLEMINGTON,2500,Gipsy Queen,Barney Warke,Alan Burton,AUSTRALIA,,,,,,,,,
1965,VRC SIRES' PRODUCE,FLEMINGTON,1400,Citius,Bill Murrell,Ian Saunders,AUSTRALIA,,,,,,,,,
1965,WASHINGTON DC INTERNATIONAL STAKES,,,Diatome,Geoffroy Watson,Jean Deforge,,,,,,,,,,
1965,WATC DERBY,ASCOT (AUS),2400,Baccare,Rowley Ransome,Frank Moore,AUSTRALIA,,,,,,,,,
1965,WATC OAKS,ASCOT (AUS),2400,Carol's Choice,,Frank Treen,AUSTRALIA,,,,,,,,,
1965,YORKSHIRE OAKS,YORK,2385,Mabel,Peter Walwyn,Joe Mercer,ENGLAND,,,,,,,,,
1965,POULE D'ESSAI DES POULICHES,LONGCHAMP,1600,La Sarre,L Baldisseri,Roger Poincelet,FRANCE,,,,,,,,,
1965,POULE D'ESSAI DES POULAINS,LONGCHAMP,1600,Cambremont,William Head,Jean Massard,FRANCE,,,,,,,,,
1965,PRIX DE DIANE,CHANTILLY,2100,Blabla,Henri Delavaud,Marcel Depalmas,FRANCE,,,,,,,,,
1965,PRIX ROYAL-OAK,LONGCHAMP,3000,Reliance II,Francois Mathet,Yves Saint-Martin,FRANCE,,,,,,,,,
1965,PRIX MORNY,DEAUVILLE,1200,Soleil,Geoffroy Watson,Jean Deforge,FRANCE,,,,,,,,,
1965,PRIX SAINT-ALARY,LONGCHAMP,2000,Scala,Geoffroy Watson,Louis Heurteur,FRANCE,,,,,,,,,
1965,GROSSER PREIS VON BERLIN,HOPPEGARTEN,2400,Mercurius,Friedrich Schlaefke,Peter Remmert,GERMANY,,,,,,,,,
1965,GROSSER PREIS VON BADEN,BADEN BADEN,2400,Demi Deuil,Max Bonaventure,Henri Samani,GERMANY,,,,,,,,,
1965,EASTER HANDICAP,ELLERSLIE,1600,My Call,Bill Sanders,David Raklander,NEW ZEALAND,,,,,,,,,
1964,SOUTH AUSTRALIAN OAKS,MORPHETTVILLE,2500,In Pursuit,Colin Hayes,Jim Courtney,AUSTRALIA,,,,,,,,,
1963,SOUTH AUSTRALIAN OAKS,MORPHETTVILLE,2500,Cache,Tommy Smith,John Stocker,AUSTRALIA,,,,,,,,,
1966,ADELAIDE CUP,MORPHETTVILLE,3200,Prince Camillo,Tren Fisher,Peter Gumbleton,AUSTRALIA,,,,,,,,,
1966,ALL AGED STAKES,RANDWICK,1600,Even Better,Arthur Ward,Chris Gwilliam,AUSTRALIA,,,,,,,,,
1966,ASCOT GOLD CUP,ASCOT (UK),4000,Fighting Charlie,Freddie Maxwell,Greville Starkey,ENGLAND,,,,,,,,,
1966,AUSTRALIAN CUP,FLEMINGTON,2000,Craftsman,Andy White,Pat Hyland,AUSTRALIA,,,,,,,,,
1966,AUSTRALIAN DERBY,RANDWICK,2400,El Gordo,Leo O'Sullivan,Neil Campton,AUSTRALIA,,,,,,,,,
1966,AUSTRALIAN OAKS,RANDWICK,2400,Dual Quest,Phil Burke,Pat Hyland,AUSTRALIA,,,,,,,,,
1966,BELMONT STAKES,BELMONT PARK,2400,Amberoid,Lucien Laurin,William Boland,USA,,,,,,,,,
1966,BLUE GRASS STAKES,KEENELAND,1800,Abe's Hope,Del Carroll,Bill Shoemaker,USA,,,,,,,,,
1966,BRISBANE CUP,EAGLE FARM,3200,Apa,Major Seal,Darby McCarthy,AUSTRALIA,,,,,,,,,
1966,CANADIAN INTERNATIONAL STAKES,WOODBINE,2600,George Royal,Donald Robinson,Ismael Valenzuela,USA,,,,,,,,,
1966,CANTERBURY GUINEAS,CANTERBURY,1850,Garcon,Tommy Smith,George Moore,AUSTRALIA,,,,,,,,,
1966,CAULFIELD CUP,CAULFIELD,2400,Galilee,Bart Cummings,John Miller,AUSTRALIA,,,,,,,,,
1966,CAULFIELD GUINEAS,CAULFIELD,1600,Storm Queen,Bart Cummings,Jim Johnson,AUSTRALIA,,,,,,,,,
1966,CAULFIELD STAKES,CAULFIELD,2000,Winfreux,Charlie Wilson,Jim Johnson,AUSTRALIA,,,,,,,,,
1966,CHAMPAGNE STAKES,RANDWICK,1200,Storm Queen,Bart Cummings,Roy Higgins,AUSTRALIA,,,,,,,,,
1966,CHAMPION STAKES,ASCOT (UK),2000,Pieces Of Eight,Vincent O'Brien,Lester Piggott,ENGLAND,,,,,,,,,
1966,CHEVELEY PARK STAKES,NEWMARKET,1200,Fleet,Noel Murless,Lester Piggott,ENGLAND,,,,,,,,,
1966,CORONATION CUP,EPSOM,2420,I Say,Walter Nightingall,Duncan Keith,ENGLAND,,,,,,,,,
1966,COX PLATE,MOONEE VALLEY,2040,Tobin Bronze,Greame Heagney,Jim Johnson,AUSTRALIA,,,,,,,,,
1966,CRAVEN 'A' STAKES,FLEMINGTON,1200,Marmion,Les Carstens,Colin Lawson,AUSTRALIA,,,,,,,,,
1966,DEUTSCHES DERBY,HAMBURG,2400,Ilix,Sven Von Mitzlaff,Oskar Langner,GERMANY,,,,,,,,,
1966,DEWHURST STAKES,NEWMARKET,1600,Dart Board,Sir Gordon Richards,Doug Smith,ENGLAND,,,,,,,,,
